,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,136,13.6,5,0,11,12,9,11,9,13,11,12,10,13,11,14,10,11,9,12,9,11,12,13,18.4,20.2,0.9633125,0.404,1,20.2,0.9633125,0.404,18.4,0,59713643048,50,264.5438644886017,264.5438644886017,267.2318308353424
1,86,8.6,5,0,9,13,12,14,9,12,12,14,11,14,10,11,9,11,11,13,0,0,0,0,12.8,16.8,0.969308449074074,0.336,1,16.8,0.969308449074074,0.336,12.8,1,59713643048,50,240.80291748046875,240.80291748046875,244.21323204040527
2,173,17.3,5,0,10,13,11,13,11,12,9,11,10,12,12,13,12,14,11,14,12,14,0,0,13.4,17.8,0.9610545267489711,0.356,1,17.8,0.9610545267489711,0.356,13.4,2,59713643048,50,243.83542037010193,243.83542037010193,243.84336400032043
3,43,4.3,5,0,9,12,12,14,9,10,10,11,9,11,9,10,10,14,0,0,0,0,0,0,9.4,9.6,0.9419477513227512,0.192,1,9.6,0.9419477513227512,0.192,9.4,3,59713643048,50,292.72373938560486,292.72373938560486,292.7308683395386
4,195,19.5,5,0,9,11,10,11,10,11,11,14,12,14,10,12,11,12,0,0,0,0,0,0,9.4,12.0,0.9505753968253966,0.24,1,12.0,0.9505753968253966,0.24,9.4,4,59713643048,50,216.93110752105713,216.93110752105713,216.94049668312073
5,82,8.2,5,0,11,14,10,11,11,12,9,11,9,10,0,0,0,0,0,0,0,0,0,0,4.8,6.8,0.9293333333333333,0.136,1,6.8,0.9293333333333333,0.136,4.8,5,59713643048,50,230.20819234848022,230.20819234848022,230.21664953231812
6,128,12.8,5,0,12,14,10,11,9,11,12,14,9,10,10,12,9,12,10,11,0,0,0,0,9.0,13.2,0.9492245370370369,0.264,1,13.2,0.9492245370370369,0.264,9.0,6,59713643048,50,255.34605884552002,255.34605884552002,255.35273551940918
7,180,18.0,5,0,12,14,9,10,12,14,11,14,9,11,9,10,0,0,0,0,0,0,0,0,8.8,11.0,0.9648148148148148,0.22,1,11.0,0.9648148148148148,0.22,8.8,7,59713643048,50,201.58942079544067,201.58942079544067,201.59642004966736
8,109,10.9,5,0,12,13,10,14,10,11,12,14,11,12,0,0,0,0,0,0,0,0,0,0,6.2,8.4,0.9695416666666665,0.168,1,8.4,0.9695416666666665,0.168,6.2,8,59713643048,50,155.69537258148193,155.69537258148193,155.70304822921753
9,151,15.1,5,0,10,12,12,13,11,14,10,14,12,14,10,14,12,13,10,14,9,10,12,14,18.6,23.6,0.9631944444444442,0.472,1,23.6,0.9631944444444442,0.472,18.6,9,59713643048,50,270.74655318260193,270.74655318260193,270.7538139820099
10,164,16.4,5,0,10,14,11,14,9,13,9,12,12,14,11,14,11,12,10,13,10,11,0,0,19.6,23.8,0.9658179012345679,0.476,1,23.8,0.9658179012345679,0.476,19.6,10,59713643048,50,246.29050278663635,246.29050278663635,246.29938077926636
11,41,4.1,5,0,10,13,10,13,11,13,9,12,10,11,10,13,0,0,0,0,0,0,0,0,6.4,10.2,0.9369290123456788,0.204,1,10.2,0.9369290123456788,0.204,6.4,11,59713643048,50,316.48922777175903,316.48922777175903,316.49671149253845
12,86,8.6,5,1,9,13,12,14,9,12,12,14,11,14,10,11,9,11,11,13,0,0,0,0,12.8,16.8,0.969308449074074,0.336,1,16.8,0.969308449074074,0.336,12.8,1,59713643048,50,240.80291748046875,240.80291748046875,0.0018162727355957031
13,82,8.2,5,1,11,14,10,11,11,12,9,11,9,10,0,0,0,0,0,0,0,0,0,0,4.8,6.8,0.9293333333333333,0.136,1,6.8,0.9293333333333333,0.136,4.8,5,59713643048,50,230.20819234848022,230.20819234848022,0.0015747547149658203
14,128,12.8,5,1,10,12,10,11,9,13,10,11,11,14,11,12,10,11,9,12,9,10,12,13,13.0,17.2,0.9534722222222219,0.344,1,17.2,0.9534722222222219,0.344,13.0,12,59713643048,50,286.58665895462036,286.58665895462036,286.71903014183044
15,148,14.8,5,1,9,11,9,10,10,13,9,12,10,11,9,12,9,10,0,0,0,0,0,0,11.2,13.8,0.9676521164021165,0.276,1,13.8,0.9676521164021165,0.276,11.2,13,59713643048,50,206.85019421577454,206.85019421577454,210.5642442703247
16,87,8.7,5,1,11,14,10,11,11,12,9,11,9,10,0,0,0,0,0,0,0,0,0,0,5.6,7.0,0.9279444444444443,0.14,1,7.0,0.9279444444444443,0.14,5.6,14,59713643048,50,224.3896026611328,224.3896026611328,224.39776945114136
17,82,8.2,5,1,11,14,10,11,11,12,9,11,9,10,0,0,0,0,0,0,0,0,0,0,4.8,6.8,0.9293333333333333,0.136,1,6.8,0.9293333333333333,0.136,4.8,5,59713643048,50,230.20819234848022,230.20819234848022,0.002814769744873047
18,178,17.8,5,1,12,14,10,11,12,14,12,14,9,10,9,11,9,12,10,11,0,0,0,0,10.4,14.0,0.9631828703703702,0.28,1,14.0,0.9631828703703702,0.28,10.4,15,59713643048,50,213.7810878753662,213.7810878753662,213.79010128974915
