,robot_speed,robot_speed_kmh,simulation_duration,generation,test_loss,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,delivery_rate,utilization_rate,num_risks,simulations,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time
0,42,4.2,5,0,2.342717203072139,11,12,11,14,12,13,12,13,9,11,9,11,0,0,0,0,0,0,0,0,0.29351774,0.90189916,5.885541,1,0.90189916,0.29351774,5.885541,0,59713643048,50,0.0010099411010742188,0.0010099411010742188,2.432695150375366
1,85,8.5,5,0,2.342717203072139,10,13,10,13,10,11,11,12,9,11,11,13,10,11,10,13,10,11,0,0,0.3648471,0.87795913,8.715164,1,0.87795913,0.3648471,8.715164,1,59713643048,50,0.0,0.0,1.4140551090240479
2,153,15.3,5,0,2.342717203072139,11,14,10,14,9,13,12,14,11,12,11,12,0,0,0,0,0,0,0,0,0.5137204,0.9747107,8.365737,1,0.9747107,0.5137204,8.365737,2,59713643048,50,0.0,0.0,1.793135404586792
3,81,8.1,5,0,2.342717203072139,9,11,12,14,12,14,12,14,12,14,10,11,12,14,12,14,0,0,0,0,0.208828,1.056469,7.7012777,1,1.056469,0.208828,7.7012777,3,59713643048,50,0.0,0.0,1.4168298244476318
4,139,13.9,5,0,2.342717203072139,12,14,12,14,9,13,9,11,11,13,12,14,11,14,11,14,0,0,0,0,0.25928438,1.1146111,8.6076565,1,1.1146111,0.25928438,8.6076565,4,59713643048,50,0.0009908676147460938,0.0009908676147460938,1.5310814380645752
5,165,16.5,5,0,2.342717203072139,10,12,12,14,9,13,10,14,10,13,12,14,0,0,0,0,0,0,0,0,0.5462753,0.9540711,8.73731,1,0.9540711,0.5462753,8.73731,5,59713643048,50,0.0,0.0,1.7466275691986084
6,193,19.3,5,0,2.342717203072139,9,12,9,12,9,10,9,12,11,14,11,14,12,14,10,13,12,14,0,0,0.6272387,0.8714836,11.0272255,1,0.8714836,0.6272387,11.0272255,6,59713643048,50,0.0009996891021728516,0.0009996891021728516,1.3561785221099854
7,85,8.5,5,0,2.342717203072139,11,13,11,14,10,13,12,14,9,12,10,12,9,11,11,14,0,0,0,0,0.2621606,1.114342,7.7514353,1,1.114342,0.2621606,7.7514353,7,59713643048,50,0.0009996891021728516,0.0009996891021728516,1.627042293548584
8,147,14.7,5,0,2.342717203072139,12,13,10,14,10,13,12,14,10,11,9,10,0,0,0,0,0,0,0,0,0.47159982,0.976085,7.9444237,1,0.976085,0.47159982,7.9444237,8,59713643048,50,0.0010137557983398438,0.0010137557983398438,0.00899815559387207
9,184,18.4,5,0,2.342717203072139,10,14,12,13,9,13,11,14,10,12,0,0,0,0,0,0,0,0,0,0,0.28774393,1.0349263,7.471765,1,1.0349263,0.28774393,7.471765,9,59713643048,50,0.0020003318786621094,0.0020003318786621094,0.007984399795532227
